TransactionID,CustomerID,CardID,MerchantName,TransactionDate,Amount,TransactionType,Status,FraudFlag,Channel
TXN050040,C498,CRD0751,Apple iTunes,2026-02-26,152.55,Purchase,Approved,0,Online
TXN050041,C260,CRD0376,Faithful to Nature,2026-01-06,799.99,Purchase,Approved,0,Online
TXN050042,C527,CRD0781,Game,2025-12-26,2886.78,Purchase,Approved,0,POS
TXN050043,C464,CRD0707,KFC,2026-05-02,46.47,Purchase,Approved,0,ATM
TXN050044,C224,CRD0327,Google Play,2025-11-25,40.71,Purchase,Approved,0,Online
TXN050045,C248,CRD0358,Clicks,2026-05-14,293.32,Payment,Approved,0,Online
TXN050046,C091,CRD0142,Ocean Basket,2025-11-26,246.36,Purchase,Approved,0,POS
TXN050047,C343,CRD0514,Spotify,2025-12-27,64.68,Purchase,Approved,0,Online
TXN050048,C120,CRD0181,Avis SA,2026-02-27,3437.33,Purchase,Approved,0,POS
TXN050049,C540,CRD0794,Wimpy,2026-04-24,233.13,Purchase,Approved,0,Online
TXN050050,C457,CRD0697,Google Play,2026-04-26,96.32,Purchase,Approved,0,Online
TXN050051,C019,CRD0031,Mugg and Bean,2026-04-07,349.25,Purchase,Approved,0,Online
TXN050052,C260,CRD0377,Wimpy,2026-01-28,159.06,Withdrawal,Approved,0,ATM
TXN050053,C480,CRD0728,Samsung Store,2026-03-26,8887.08,Purchase,Approved,0,POS
TXN050054,C406,CRD0616,Google Play,2026-03-25,134.82,Purchase,Approved,0,Online
TXN050055,C426,CRD0648,Google Play,2025-12-25,35.46,Purchase,Approved,0,Online
TXN050056,C055,CRD0085,Pep,2025-12-26,154.82,Purchase,Approved,0,POS
TXN050057,C221,CRD0324,Amazon.co.za,2026-03-20,508.68,Purchase,Approved,0,Online
TXN050058,C279,CRD0404,Checkers,2026-05-25,1501.76,Purchase,Approved,0,POS
TXN050059,C085,CRD0129,Cape Union Mart,2026-04-18,459.12,Purchase,Approved,0,Online
TXN050060,C403,CRD0607,Romans Pizza,2026-03-11,93.43,Purchase,Approved,0,Online
TXN050061,C238,CRD0345,Checkers,2026-04-27,1780.45,Purchase,Declined,0,Online
TXN050062,C009,CRD0013,Montecasino,2026-03-12,319.68,Refund,Approved,0,Online
TXN050063,C426,CRD0647,Nandos,2026-03-27,283.38,Purchase,Approved,0,Online
TXN050064,C257,CRD0370,Vida e Caffe,2025-12-27,41.37,Purchase,Declined,0,POS
TXN050065,C062,CRD0095,Debonairs,2025-12-26,127.84,Purchase,Approved,0,POS
TXN050066,C306,CRD0448,Apple iTunes,2026-01-28,31.78,Purchase,Declined,0,Online
TXN050067,C333,CRD0497,Google Play,2026-02-28,109.16,Purchase,Approved,0,Online
TXN050068,C531,CRD0785,McDonalds,2026-04-25,82.26,Purchase,Pending,0,POS
TXN050069,C150,CRD0226,Apple iTunes,2026-03-29,156.71,Purchase,Approved,0,Online
TXN050070,C166,CRD0246,Shell,2026-01-25,1380.48,Purchase,Approved,0,POS
TXN050071,C109,CRD0166,Google Play,2026-02-10,13.05,Refund,Approved,0,Online
TXN050072,C406,CRD0616,Pep,2026-01-21,363.6,Purchase,Approved,0,POS
TXN050073,C041,CRD0065,Uber Eats,2026-05-13,109.24,Purchase,Approved,0,Online
TXN050074,C349,CRD0524,Clicks,2026-01-30,147.15,Purchase,Approved,0,Online
TXN050075,C205,CRD0300,McDonalds,2026-04-30,43.39,Purchase,Approved,0,ATM
TXN050076,C122,CRD0185,Vida e Caffe,2026-03-17,112.12,Purchase,Approved,0,POS
TXN050077,C048,CRD0074,Spotify,2025-12-15,47.68,Payment,Approved,0,Online
TXN050078,C230,CRD0336,Bash.com,2026-01-25,522.71,Purchase,Approved,0,Online
TXN050079,C366,CRD0550,Mugg and Bean,2026-04-25,90.56,Withdrawal,Approved,0,ATM
TXN050080,C425,CRD0646,Mugg and Bean,2025-12-21,286.39,Payment,Declined,0,Online
TXN050081,C077,CRD0120,Debonairs,2026-04-28,103.33,Purchase,Approved,0,ATM
TXN050082,C383,CRD0577,Nandos,2026-05-12,318.99,Payment,Approved,0,Online
TXN050083,C298,CRD0436,Superbalist,2026-02-12,629.74,Purchase,Approved,0,Online
TXN050084,C331,CRD0493,Pick n Pay,2026-01-27,1134.38,Purchase,Declined,0,Online
TXN050085,C032,CRD0052,Wimpy,2026-01-10,250.42,Purchase,Approved,0,POS
TXN050086,C315,CRD0466,KFC,2025-12-28,181.31,Purchase,Approved,0,Online
TXN050087,C299,CRD0438,Vida e Caffe,2025-12-19,119.2,Purchase,Approved,0,POS
TXN050088,C513,CRD0767,Checkers,2026-04-20,787.81,Purchase,Approved,0,POS
TXN050089,C203,CRD0298,McDonalds,2025-12-29,87.66,Purchase,Approved,0,Online
TXN050090,C412,CRD0624,Pick n Pay,2026-02-25,1105.85,Purchase,Approved,0,POS
TXN050091,C453,CRD0692,Google Play,2025-11-24,208.97,Purchase,Approved,0,Online
TXN050092,C275,CRD0399,Uber Eats,2026-01-27,169.43,Purchase,Declined,0,Online
TXN050093,C055,CRD0086,Checkers,2026-04-25,52.47,Purchase,Approved,0,POS
TXN050094,C349,CRD0522,Sportsmans Whouse,2025-12-18,1244.31,Payment,Approved,0,Online
TXN050095,C362,CRD0541,Vida e Caffe,2025-12-27,45.13,Purchase,Approved,0,Online
TXN050096,C220,CRD0322,Dis-Chem,2025-11-27,168.74,Withdrawal,Pending,0,ATM
TXN050097,C191,CRD0281,Woolworths,2025-12-09,976.38,Payment,Approved,0,Online
TXN050098,C331,CRD0494,Dis-Chem,2025-12-24,323.33,Purchase,Approved,0,POS
TXN050099,C223,CRD0326,Wimpy,2026-01-27,73.93,Withdrawal,Approved,0,ATM
TXN050100,C217,CRD0318,Vida e Caffe,2025-11-30,134.83,Purchase,Approved,0,POS
TXN050101,C539,CRD0793,Pep,2026-01-01,202.53,Purchase,Declined,0,Online
TXN050102,C382,CRD0576,DStv,2026-04-14,440.2,Purchase,Approved,0,Online
TXN050103,C398,CRD0599,Incredible Connect,2026-04-21,4137.08,Withdrawal,Approved,0,ATM
TXN050104,C041,CRD0064,BP,2026-03-07,601.64,Purchase,Approved,0,Online
TXN050105,C525,CRD0779,Mr Price,2025-12-06,115.22,Refund,Declined,0,Online
TXN050106,C390,CRD0588,Ocean Basket,2026-03-09,240.88,Withdrawal,Approved,0,ATM
TXN050107,C005,CRD0007,Clicks,2026-04-29,501.57,Purchase,Approved,0,Online
TXN050108,C112,CRD0170,Nandos,2026-05-08,259.6,Purchase,Approved,0,Online
TXN050109,C367,CRD0552,Wimpy,2026-02-27,63.59,Payment,Approved,0,Online
TXN050110,C463,CRD0705,Chicken Licken,2026-01-13,154.32,Purchase,Approved,0,Online
TXN050111,C304,CRD0445,Wimpy,2026-01-28,99.08,Purchase,Approved,0,ATM
TXN050112,C038,CRD0059,Wimpy,2026-05-26,244.21,Purchase,Approved,0,POS
TXN050113,C098,CRD0152,Wimpy,2026-02-28,120.94,Purchase,Approved,0,POS
TXN050114,C165,CRD0244,Chicken Licken,2026-03-20,81.66,Purchase,Approved,0,POS
TXN050115,C314,CRD0464,Romans Pizza,2026-02-14,109.07,Purchase,Approved,0,ATM
TXN050116,C041,CRD0066,Woolworths,2026-01-30,2031.61,Purchase,Approved,0,Online
TXN050117,C060,CRD0093,Nandos,2026-04-11,464.03,Purchase,Approved,1,POS
TXN050118,C094,CRD0145,Wimpy,2026-05-09,341.09,Purchase,Approved,1,POS
TXN050119,C097,CRD0150,Steers,2026-01-28,98.29,Payment,Approved,0,Online
TXN050120,C130,CRD0195,Ster-Kinekor,2026-01-29,138.99,Purchase,Approved,0,POS
TXN050121,C115,CRD0176,Takealot,2026-01-14,18.65,Refund,Approved,0,Online
TXN050122,C479,CRD0727,Dis-Chem,2025-12-22,183.1,Withdrawal,Approved,0,ATM
TXN050123,C463,CRD0705,Amazon.co.za,2026-04-02,2950.8,Purchase,Approved,0,Online
TXN050124,C404,CRD0610,Incredible Connect,2026-04-09,8606.49,Payment,Declined,0,Online
TXN050125,C320,CRD0473,Spur,2025-12-27,390.8,Purchase,Approved,0,POS
TXN050126,C448,CRD0681,Nu Metro,2025-11-27,229.48,Purchase,Approved,0,ATM
TXN050127,C025,CRD0042,ShowMax,2026-01-15,105.07,Purchase,Declined,0,Online
TXN050128,C239,CRD0347,Vida e Caffe,2026-05-02,106.25,Purchase,Pending,0,POS
TXN050129,C249,CRD0361,KFC,2026-04-23,37.59,Purchase,Approved,0,Online
TXN050130,C360,CRD0539,Uber Eats,2026-04-20,104.65,Withdrawal,Declined,0,Online
TXN050131,C010,CRD0016,ShowMax,2025-11-28,84.39,Purchase,Approved,0,Online
TXN050132,C374,CRD0563,Apple iTunes,2026-03-29,626.25,Purchase,Approved,1,Online
TXN050133,C076,CRD0119,Vida e Caffe,2026-03-17,108.93,Purchase,Pending,0,POS
TXN050134,C028,CRD0048,Romans Pizza,2026-05-27,112.89,Withdrawal,Approved,0,ATM
TXN050135,C146,CRD0220,Bash.com,2025-12-06,708.82,Payment,Approved,0,Online
TXN050136,C052,CRD0081,Dis-Chem,2026-01-25,474.83,Purchase,Pending,0,Online
TXN050137,C102,CRD0157,Pick n Pay,2025-12-01,458.09,Purchase,Declined,0,Online
TXN050138,C063,CRD0096,KFC,2025-12-09,61.36,Purchase,Approved,0,Online
TXN050139,C137,CRD0208,Clicks,2026-01-25,320.72,Purchase,Approved,0,Online
TXN050140,C489,CRD0738,Mr Price,2026-04-22,535.61,Purchase,Approved,0,POS
TXN050141,C440,CRD0670,Takealot,2026-02-28,1685.45,Purchase,Approved,0,Online
TXN050142,C409,CRD0620,Nandos,2026-02-26,97.25,Refund,Approved,0,ATM
TXN050143,C142,CRD0214,Pep,2025-12-28,156.28,Withdrawal,Approved,0,ATM
TXN050144,C236,CRD0342,KFC,2026-05-05,94.52,Purchase,Approved,0,POS
TXN050145,C373,CRD0561,Steers,2026-01-24,144.63,Purchase,Approved,0,POS
TXN050146,C339,CRD0508,Uber Eats,2026-01-20,184.6,Payment,Approved,0,Online
TXN050147,C101,CRD0155,Spotify,2026-02-12,33.05,Purchase,Approved,0,Online
TXN050148,C319,CRD0470,Wimpy,2026-04-26,28.35,Refund,Approved,0,POS
TXN050149,C324,CRD0481,Checkers,2026-02-23,82.89,Purchase,Approved,0,Online
TXN050150,C138,CRD0210,Spotify,2026-03-13,58.55,Purchase,Approved,0,Online
TXN050151,C019,CRD0030,Mr Price,2026-03-05,405.1,Withdrawal,Approved,0,ATM
TXN050152,C277,CRD0401,Dis-Chem,2026-03-20,549.01,Purchase,Approved,0,ATM
TXN050153,C497,CRD0750,Ster-Kinekor,2026-01-16,231.95,Purchase,Approved,0,POS
TXN050154,C029,CRD0049,Sportsmans Whouse,2025-12-28,2161.13,Purchase,Approved,0,POS
TXN050155,C361,CRD0540,Clicks,2025-12-23,713.19,Purchase,Approved,0,Online
TXN050156,C003,CRD0003,Amazon.co.za,2026-03-25,1227.31,Purchase,Approved,0,Online
TXN050157,C241,CRD0349,Dis-Chem,2026-05-10,1076.1,Purchase,Approved,0,Online
TXN050158,C024,CRD0040,Vida e Caffe,2026-01-18,52.95,Purchase,Approved,0,POS
TXN050159,C365,CRD0548,Pep,2026-04-21,149.49,Purchase,Approved,0,Online
TXN050160,C427,CRD0651,Dis-Chem,2025-12-09,69.46,Withdrawal,Approved,0,ATM
TXN050161,C392,CRD0591,Ster-Kinekor,2026-02-08,108.86,Purchase,Approved,0,POS
TXN050162,C546,CRD0800,Edgars,2026-01-27,954.71,Purchase,Approved,0,Online
TXN050163,C193,CRD0283,Google Play,2026-03-06,40.77,Purchase,Approved,0,Online
TXN050164,C348,CRD0520,Dis-Chem,2026-03-27,215.38,Withdrawal,Approved,0,ATM
TXN050165,C543,CRD0797,Engen,2025-12-07,1132.65,Purchase,Declined,0,Online
TXN050166,C399,CRD0602,Dis-Chem,2026-02-08,914.18,Purchase,Declined,0,POS
TXN050167,C046,CRD0071,Takealot,2026-01-11,848.23,Purchase,Approved,0,Online
TXN050168,C504,CRD0758,Edgars,2026-03-31,169.58,Purchase,Approved,0,Online
TXN050169,C383,CRD0579,Apple iTunes,2026-03-27,428.52,Withdrawal,Approved,0,Online
TXN050170,C349,CRD0522,Vida e Caffe,2026-04-05,63.46,Withdrawal,Pending,0,ATM
TXN050171,C010,CRD0015,Vida e Caffe,2026-02-15,69.24,Withdrawal,Approved,0,ATM
TXN050172,C034,CRD0055,Gold Reef City,2026-02-06,518.27,Purchase,Approved,0,ATM
TXN050173,C433,CRD0660,Pep,2025-12-21,38.23,Refund,Approved,0,POS
TXN050174,C278,CRD0403,Ster-Kinekor,2026-03-26,105.96,Purchase,Approved,0,Online
TXN050175,C369,CRD0555,McDonalds,2025-11-27,153.59,Purchase,Approved,0,POS
TXN050176,C429,CRD0653,Avis SA,2026-05-28,3673.06,Purchase,Approved,0,POS
TXN050177,C310,CRD0455,Nandos,2025-12-29,15.09,Refund,Approved,0,POS
TXN050178,C061,CRD0094,Nandos,2026-01-31,188.73,Purchase,Approved,0,POS
TXN050179,C077,CRD0120,KFC,2026-01-13,144.16,Purchase,Approved,0,POS
TXN050180,C364,CRD0543,TicketPro,2025-11-25,969.95,Purchase,Approved,0,POS
TXN050181,C137,CRD0208,Google Play,2026-01-26,17.89,Purchase,Approved,0,Online
TXN050182,C281,CRD0408,McDonalds,2026-04-04,151.51,Purchase,Pending,0,POS
TXN050183,C047,CRD0072,Wimpy,2026-04-08,85.9,Purchase,Approved,0,POS
TXN050184,C316,CRD0467,FlySafair,2025-12-26,512.46,Purchase,Approved,0,POS
TXN050185,C280,CRD0407,Europcar,2025-11-21,3606.32,Purchase,Declined,0,Online
TXN050186,C261,CRD0378,Loot.co.za,2025-12-29,1689.32,Withdrawal,Approved,0,Online
TXN050187,C184,CRD0271,Avis SA,2025-12-28,767.44,Purchase,Approved,0,ATM
TXN050188,C064,CRD0098,Woolworths,2026-03-28,826.24,Purchase,Approved,0,Online
TXN050189,C471,CRD0716,KFC,2026-01-27,35.87,Purchase,Approved,0,POS
TXN050190,C407,CRD0617,Woolworths,2025-12-18,1210.23,Purchase,Approved,0,POS
TXN050191,C112,CRD0171,Game,2026-02-11,5737.02,Purchase,Approved,0,POS
TXN050192,C145,CRD0218,DStv,2026-02-05,580.31,Payment,Approved,0,Online
TXN050193,C467,CRD0711,Game,2026-04-19,6062.7,Purchase,Approved,0,ATM
TXN050194,C168,CRD0249,McDonalds,2025-12-22,66.29,Purchase,Approved,0,POS
TXN050195,C415,CRD0629,Apple iTunes,2026-01-11,15.77,Refund,Approved,0,Online
TXN050196,C258,CRD0372,Romans Pizza,2026-01-15,283.3,Payment,Approved,0,Online
TXN050197,C490,CRD0740,Pep,2026-04-29,108.86,Refund,Approved,0,POS
TXN050198,C342,CRD0513,Woolworths,2026-05-15,1632.43,Purchase,Approved,0,ATM
TXN050199,C522,CRD0776,Faithful to Nature,2025-12-06,1382.06,Withdrawal,Approved,0,Online
TXN050200,C505,CRD0759,KFC,2025-11-28,45.45,Purchase,Approved,0,POS
TXN050201,C059,CRD0092,Truworths,2026-02-24,118.5,Refund,Approved,0,POS
TXN050202,C432,CRD0657,Zando,2026-01-10,1212.57,Purchase,Approved,0,Online
TXN050203,C258,CRD0372,Faithful to Nature,2026-05-12,149.37,Purchase,Approved,0,Online
TXN050204,C285,CRD0415,Ocean Basket,2026-04-07,167.69,Purchase,Approved,0,POS
TXN050205,C407,CRD0617,Google Play,2026-02-13,343.48,Purchase,Approved,1,Online
TXN050206,C193,CRD0283,Faithful to Nature,2025-12-28,239.46,Purchase,Approved,0,Online
TXN050207,C280,CRD0407,Mugg and Bean,2026-02-24,368.78,Purchase,Approved,0,POS
TXN050208,C319,CRD0470,Woolworths,2026-03-07,803.8,Payment,Approved,0,Online
TXN050209,C340,CRD0510,Truworths,2026-03-27,649.93,Withdrawal,Declined,0,ATM
TXN050210,C224,CRD0327,McDonalds,2026-02-24,69.11,Purchase,Approved,0,POS
TXN050211,C091,CRD0141,Makro,2025-11-23,1689.59,Payment,Approved,0,Online
TXN050212,C223,CRD0326,Pick n Pay,2026-05-06,289.55,Purchase,Approved,0,Online
TXN050213,C096,CRD0148,Google Play,2026-03-26,49.13,Refund,Approved,0,Online
TXN050214,C035,CRD0056,Woolworths,2026-03-25,1228.37,Purchase,Approved,0,POS
TXN050215,C259,CRD0375,Romans Pizza,2026-02-11,219.06,Purchase,Approved,0,ATM
TXN050216,C353,CRD0531,Spotify,2026-02-02,60.43,Purchase,Approved,0,Online
TXN050217,C069,CRD0106,Apple iTunes,2026-04-01,63.02,Purchase,Approved,0,Online
TXN050218,C230,CRD0336,Ster-Kinekor,2026-02-07,198.17,Purchase,Approved,0,ATM
TXN050219,C120,CRD0181,Ster-Kinekor,2026-05-27,188.09,Purchase,Approved,0,POS
TXN050220,C357,CRD0536,BP,2025-12-31,322.98,Purchase,Approved,0,POS
TXN050221,C038,CRD0060,Google Play,2026-01-01,23.27,Purchase,Approved,0,Online
TXN050222,C361,CRD0540,Mugg and Bean,2026-03-16,259.67,Purchase,Approved,0,Online
TXN050223,C311,CRD0458,Chicken Licken,2026-03-28,141.59,Purchase,Approved,0,POS
TXN050224,C470,CRD0715,Mr Price,2026-01-03,91.7,Purchase,Declined,0,ATM
TXN050225,C334,CRD0498,Avis SA,2026-01-05,2111.02,Withdrawal,Approved,0,ATM
TXN050226,C362,CRD0541,Steers,2026-03-18,215.89,Purchase,Approved,0,POS
TXN050227,C256,CRD0369,Apple iTunes,2026-04-27,119.07,Withdrawal,Approved,0,Online
TXN050228,C261,CRD0378,Clicks,2026-02-25,511.15,Purchase,Approved,0,Online
TXN050229,C374,CRD0563,Ster-Kinekor,2026-03-22,447.51,Payment,Approved,1,Online
TXN050230,C398,CRD0598,Mr Price,2026-02-25,911.84,Purchase,Approved,0,POS
TXN050231,C017,CRD0025,McDonalds,2026-03-25,103.94,Purchase,Approved,0,Online
TXN050232,C361,CRD0540,Vida e Caffe,2025-11-23,70.86,Withdrawal,Approved,0,ATM
TXN050233,C450,CRD0683,Sportsmans Whouse,2026-01-13,401.9,Purchase,Approved,0,Online
TXN050234,C081,CRD0124,Google Play,2026-03-08,139.49,Withdrawal,Declined,0,Online
TXN050235,C332,CRD0495,Google Play,2026-05-06,26.79,Refund,Pending,0,Online
TXN050236,C410,CRD0622,SAA,2026-01-05,1315.55,Purchase,Approved,0,ATM
TXN050237,C300,CRD0440,Pep,2025-11-28,189.19,Purchase,Approved,0,POS
TXN050238,C047,CRD0072,Romans Pizza,2026-04-01,204.31,Purchase,Approved,0,POS
TXN050239,C306,CRD0449,Pep,2026-04-27,186.55,Purchase,Declined,0,ATM
TXN050240,C328,CRD0489,Chicken Licken,2026-05-01,58.72,Purchase,Approved,0,POS
TXN050241,C132,CRD0198,Google Play,2026-04-14,36.53,Refund,Approved,0,Online
TXN050242,C086,CRD0130,Ster-Kinekor,2026-01-26,193.08,Purchase,Approved,0,POS
TXN050243,C478,CRD0726,Cape Union Mart,2026-01-25,218.48,Purchase,Approved,0,POS
TXN050244,C415,CRD0630,Takealot,2026-02-08,799.23,Payment,Approved,0,Online
TXN050245,C383,CRD0578,Debonairs,2026-02-01,265.3,Withdrawal,Approved,0,ATM
TXN050246,C425,CRD0644,Google Play,2026-04-28,205.07,Purchase,Approved,0,Online
TXN050247,C436,CRD0663,Ster-Kinekor,2025-12-04,77.83,Purchase,Approved,0,POS
TXN050248,C294,CRD0430,Google Play,2025-12-25,100.08,Purchase,Approved,0,Online
TXN050249,C040,CRD0063,Woolworths,2025-12-28,799.63,Purchase,Approved,0,POS
TXN050250,C112,CRD0172,Mr Price,2026-01-19,301.46,Purchase,Approved,0,POS
TXN050251,C386,CRD0584,Pep,2026-02-06,538.49,Purchase,Approved,1,POS
TXN050252,C301,CRD0441,Zando,2026-01-27,795.3,Purchase,Approved,0,Online
TXN050253,C321,CRD0476,Chicken Licken,2026-05-14,106.07,Withdrawal,Approved,0,ATM
TXN050254,C261,CRD0378,Romans Pizza,2026-03-26,167.17,Withdrawal,Approved,0,ATM
TXN050255,C355,CRD0533,Apple iTunes,2025-12-31,290.54,Payment,Approved,0,Online
TXN050256,C328,CRD0488,Montecasino,2026-01-23,1618.56,Withdrawal,Declined,0,ATM
TXN050257,C107,CRD0163,Pick n Pay,2026-03-15,129.74,Withdrawal,Pending,0,ATM
TXN050258,C333,CRD0497,Totalsports,2026-03-02,1128.51,Purchase,Approved,0,Online
TXN050259,C211,CRD0311,Mugg and Bean,2026-02-22,202.04,Purchase,Approved,0,POS
TXN050260,C301,CRD0441,Engen,2026-05-25,1259.69,Payment,Approved,0,Online
TXN050261,C260,CRD0377,Checkers,2025-12-26,298.02,Purchase,Approved,0,POS
TXN050262,C063,CRD0097,Checkers,2026-02-26,218.71,Withdrawal,Approved,0,ATM
TXN050263,C245,CRD0354,Nandos,2026-05-01,308.15,Withdrawal,Pending,0,ATM
TXN050264,C521,CRD0775,ShowMax,2025-12-25,138.56,Withdrawal,Approved,1,Online
TXN050265,C217,CRD0318,Woolworths,2025-12-27,1011.22,Purchase,Approved,0,POS
TXN050266,C149,CRD0224,Ocean Basket,2026-03-16,517.09,Purchase,Approved,0,Online
TXN050267,C252,CRD0364,Nandos,2026-03-15,244.44,Purchase,Approved,0,Online
TXN050268,C262,CRD0379,KFC,2026-04-28,57.79,Purchase,Approved,0,POS
TXN050269,C351,CRD0528,Truworths,2025-12-26,194.75,Purchase,Declined,0,Online
TXN050270,C109,CRD0166,Steers,2025-12-27,79.53,Purchase,Approved,0,POS
TXN050271,C545,CRD0799,BP,2026-03-22,967.36,Withdrawal,Approved,0,ATM
TXN050272,C371,CRD0558,Faithful to Nature,2026-04-25,432.8,Purchase,Approved,0,Online
TXN050273,C120,CRD0181,Makro,2026-01-27,7299.46,Purchase,Approved,0,Online
TXN050274,C199,CRD0293,Spotify,2026-02-17,60.24,Purchase,Approved,0,Online
TXN050275,C295,CRD0432,Romans Pizza,2026-01-13,89.21,Purchase,Approved,0,POS
TXN050276,C320,CRD0471,Engen,2026-03-23,415.44,Refund,Approved,0,Online
TXN050277,C064,CRD0098,Cape Union Mart,2026-03-28,1262.93,Purchase,Approved,0,Online
TXN050278,C052,CRD0081,Apple iTunes,2026-03-20,346.08,Purchase,Approved,0,Online
TXN050279,C046,CRD0071,KFC,2025-12-26,41.12,Withdrawal,Approved,0,ATM
TXN050280,C273,CRD0396,Amazon.co.za,2026-03-11,1393.79,Purchase,Approved,0,Online
TXN050281,C406,CRD0616,Edgars,2026-03-01,1332.78,Purchase,Approved,0,POS
TXN050282,C218,CRD0319,Debonairs,2026-03-20,104.97,Purchase,Approved,0,POS
TXN050283,C067,CRD0104,Steers,2026-04-03,114.58,Withdrawal,Approved,0,ATM
TXN050284,C059,CRD0092,Sportsmans Whouse,2025-12-29,1044.61,Purchase,Approved,0,Online
TXN050285,C381,CRD0574,Vida e Caffe,2026-01-31,84.74,Purchase,Approved,0,ATM
TXN050286,C431,CRD0656,Spotify,2025-12-16,73.88,Withdrawal,Approved,1,Online
TXN050287,C349,CRD0522,Google Play,2026-04-11,38.63,Refund,Approved,0,Online
TXN050288,C370,CRD0557,KFC,2026-03-24,83.48,Purchase,Pending,0,Online
TXN050289,C289,CRD0420,Google Play,2025-12-19,20.33,Purchase,Declined,0,Online
TXN050290,C436,CRD0664,Clicks,2025-12-05,300.01,Payment,Approved,0,Online
TXN050291,C172,CRD0254,Vida e Caffe,2026-02-22,71.43,Purchase,Approved,0,POS
TXN050292,C137,CRD0208,Google Play,2026-03-13,205.85,Purchase,Approved,0,Online
TXN050293,C152,CRD0229,FlySafair,2026-04-07,3250.7,Purchase,Approved,0,POS
TXN050294,C005,CRD0005,Chicken Licken,2026-04-23,10.04,Refund,Approved,0,ATM
TXN050295,C177,CRD0260,Uber Eats,2026-01-19,79.42,Purchase,Approved,0,Online
TXN050296,C004,CRD0004,Pick n Pay,2025-12-23,934.28,Purchase,Approved,0,Online
